name ts   x y z   roll pitch yaw  err delay
HR_6 1787064782.182411000 1.000000   6.65801e-13 0.227272 -3.04632e-12   2.90272e-08 -3.31886e-17 0.0001   2.4e-05
QR_4 1787064782.182411000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   2.4e-05
HR_6 1787064782.192411000 1.000000   6.66134e-13 0.22728 -3.04773e-12   2.90406e-08 -3.32368e-17 0.0001   8e-06
QR_4 1787064782.192411000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   8e-06
HR_6 1787064782.202411000 1.000000   6.6655e-13 0.22729 -3.0495e-12   2.90574e-08 -3.32544e-17 0.0001   1.5e-05
QR_4 1787064782.202411000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   1.5e-05
HR_6 1787064782.212411000 1.000000   6.66911e-13 0.2273 -3.05126e-12   2.90742e-08 -3.32901e-17 0.0001   1.9e-05
QR_4 1787064782.212411000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   1.9e-05
HR_6 1787064782.222412000 1.000000   6.67147e-13 0.227306 -3.05232e-12   2.90843e-08 -3.33107e-17 0.0001   0.000376
QR_4 1787064782.222412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   0.000376
HR_6 1787064782.232412000 1.000000   6.6748e-13 0.227314 -3.05373e-12   2.90977e-08 -3.32546e-17 0.0001   1e-05
QR_4 1787064782.232412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   1e-05
HR_6 1787064782.242412000 1.000000   6.67896e-13 0.227324 -3.05549e-12   2.91145e-08 -3.3272e-17 0.0001   4.7e-05
QR_4 1787064782.242412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   4.7e-05
HR_6 1787064782.252412000 1.000000   6.68132e-13 0.22733 -3.05655e-12   2.91246e-08 -3.3245e-17 0.0001   8.3e-05
QR_4 1787064782.252412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   8.3e-05
HR_6 1787064782.262412000 1.000000   6.68549e-13 0.22734 -3.05831e-12   2.91414e-08 -3.33148e-17 0.0001   2.7e-05
QR_4 1787064782.262412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   2.7e-05
HR_6 1787064782.272412000 1.000000   6.68826e-13 0.227348 -3.05972e-12   2.91549e-08 -3.3353e-17 0.0001   0.000333
QR_4 1787064782.272412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   0.000333
HR_6 1787064782.282412000 1.000000   6.69242e-13 0.227358 -3.06149e-12   2.91717e-08 -3.33653e-17 0.0001   2.2e-05
QR_4 1787064782.282412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   2.2e-05
HR_6 1787064782.292412000 1.000000   6.69576e-13 0.227366 -3.0629e-12   2.91851e-08 -3.33922e-17 0.0001   2.6e-05
QR_4 1787064782.292412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   2.6e-05
HR_6 1787064782.302412000 1.000000   6.69895e-13 0.227374 -3.06431e-12   2.91985e-08 -3.34109e-17 0.0001   7e-06
QR_4 1787064782.302412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   7e-06
HR_6 1787064782.312412000 1.000000   6.70131e-13 0.22738 -3.06537e-12   2.92086e-08 -3.34228e-17 0.0001   0.000141
QR_4 1787064782.312412000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   0.000141
HR_6 1787064782.322413000 1.000000   6.70589e-13 0.227392 -3.06748e-12   2.92288e-08 -3.34903e-17 0.0001   1.5e-05
QR_4 1787064782.322413000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   1.5e-05
HR_6 1787064782.332413000 1.000000   6.71019e-13 0.227402 -3.06925e-12   2.92456e-08 -3.35269e-17 0.0001   3.4e-05
QR_4 1787064782.332413000 -1.000000   2.22045e-16 0.0299999 7.82843e-18   5.12991e-10 1.80046e-18 0.0001   3.4e-05
HR_6 1787064782.342413000 1.000000   6.71435e-13 0.227412 -3.07101e-12   2.92624e-08 -3.35898e-17 0.0001   0.002957
QR_4 1787064782.342413000 -1.000000   -1.77131e-07 0.0299996 5.90366e-06   -3.36487e-06 2.73289e-09 0.0001   0.002957
HR_6 1787064782.352413000 1.000000   6.71671e-13 0.227418 -3.07207e-12   2.92725e-08 -3.36278e-17 0.0001   1.1e-05
QR_4 1787064782.352413000 -1.000000   -1.07749e-07 0.0299998 3.59266e-06   -2.0401e-06 2.85059e-09 0.0001   1.1e-05
HR_6 1787064782.362413000 1.000000   6.72129e-13 0.22743 -3.07418e-12   2.92926e-08 -3.36924e-17 0.0001   1.4e-05
QR_4 1787064782.362413000 -1.000000   -1.07749e-07 0.0299998 3.59266e-06   -2.0401e-06 2.85059e-09 0.0001   1.4e-05
HR_6 1787064782.372413000 1.000000   6.72462e-13 0.227438 -3.0756e-12   2.93061e-08 -3.37019e-17 0.0001   7.1e-05
QR_4 1787064782.372413000 -1.000000   3.34217e-08 0.03 -1.11413e-06   6.59921e-07 2.9513e-09 0.0001   7.1e-05
HR_6 1787064782.382413000 1.000000   6.72781e-13 0.227446 -3.07701e-12   2.93195e-08 -3.37131e-17 0.0001   6.8e-05
QR_4 1787064782.382413000 -1.000000   -3.50911e-07 0.0299993 1.16987e-05   -6.68741e-06 7.83198e-10 0.0001   6.8e-05
HR_6 1787064782.392413000 1.000000   6.73114e-13 0.227454 -3.07842e-12   2.9333e-08 -3.37678e-17 0.0001   2.8e-05
QR_4 1787064782.392413000 -1.000000   9.83184e-08 0.0300002 -3.2763e-06   1.89858e-06 3.16448e-09 0.0001   2.8e-05
HR_6 1787064782.402413000 1.000000   6.73475e-13 0.227464 -3.08018e-12   2.93498e-08 -3.37752e-17 0.0001   2.7e-05
QR_4 1787064782.402413000 -1.000001   -1.45315e-06 0.0299972 4.84397e-05   -2.77536e-05 -3.38121e-10 0.0001   2.7e-05
HR_6 1787064782.412413000 1.000000   6.73808e-13 0.227472 -3.08159e-12   2.93632e-08 -3.37986e-17 0.0001   3.1e-05
QR_4 1787064782.412413000 -1.000001   -1.17959e-06 0.0299977 3.93175e-05   -2.25216e-05 9.90782e-10 0.0001   3.1e-05
HR_6 1787064782.422414000 1.000000   6.74225e-13 0.227482 -3.08335e-12   2.938e-08 -3.37855e-17 0.0001   0.000174
QR_4 1787064782.422414000 -1.000000   -6.98227e-07 0.0299986 2.32727e-05   -1.33222e-05 2.21678e-10 0.0001   0.000174
HR_6 1787064782.432414000 1.000000   6.74558e-13 0.22749 -3.08476e-12   2.93934e-08 -3.37509e-17 0.0001   5.3e-05
QR_4 1787064782.432414000 -1.000000   -3.19252e-08 0.0299999 1.05931e-06   -5.86559e-07 3.32619e-09 0.0001   5.3e-05
HR_6 1787064782.442414000 1.000000   6.74918e-13 0.2275 -3.08653e-12   2.94103e-08 -3.376e-17 0.0001   7.3e-05
QR_4 1787064782.442414000 -1.000001   -1.70697e-06 0.0299967 5.68948e-05   -3.25977e-05 -1.13816e-09 0.0001   7.3e-05
HR_6 1787064782.452414000 1.000000   6.75252e-13 0.227508 -3.08794e-12   2.94237e-08 -3.37548e-17 0.0001   1.3e-05
QR_4 1787064782.452414000 -1.000001   -1.16965e-06 0.0299977 3.89809e-05   -2.23267e-05 1.59227e-10 0.0001   1.3e-05
HR_6 1787064782.462414000 1.000000   6.75668e-13 0.227518 -3.0897e-12   2.94405e-08 -3.3797e-17 0.0001   4.5e-05
QR_4 1787064782.462414000 -1.000001   -1.26625e-06 0.0299976 4.22011e-05   -2.41725e-05 -1.40786e-09 0.0001   4.5e-05
HR_6 1787064782.472414000 1.000000   6.76043e-13 0.227528 -3.09147e-12   2.94573e-08 -3.37483e-17 0.0001   2e-05
QR_4 1787064782.472414000 -1.000000   -2.38225e-07 0.0299995 7.9289e-06   -4.52308e-06 9.03258e-10 0.0001   2e-05
HR_6 1787064782.482414000 1.000000   6.76334e-13 0.227534 -3.09252e-12   2.94674e-08 -3.37475e-17 0.0001   1.2e-05
QR_4 1787064782.482414000 -0.999999   2.54116e-06 0.0300048 -8.47126e-05   4.85927e-05 -3.43246e-09 0.0001   1.2e-05
HR_6 1787064782.492414000 1.000000   6.76695e-13 0.227544 -3.09429e-12   2.94842e-08 -3.37553e-17 0.0001   0.000633
QR_4 1787064782.492414000 -0.999997   4.70531e-06 0.030009 -0.000156841   8.9947e-05 -3.58763e-09 0.0001   0.000633
HR_6 1787064782.502414000 1.000000   6.77111e-13 0.227554 -3.09605e-12   2.9501e-08 -3.37083e-17 0.0001   0.000198
QR_4 1787064782.502414000 -0.999996   6.52834e-06 0.0300125 -0.00021759   0.000124776 -1.35512e-08 0.0001   0.000198
HR_6 1787064782.512414000 1.000000   6.77444e-13 0.227562 -3.09746e-12   2.95144e-08 -3.37837e-17 0.0001   2.2e-05
QR_4 1787064782.512414000 -1.000000   8.55294e-07 0.0300016 -2.85431e-05   1.63897e-05 1.63346e-09 0.0001   2.2e-05
HR_6 1787064782.522415000 1.000000   6.77777e-13 0.22757 -3.09887e-12   2.95279e-08 -3.37879e-17 0.0001   2.4e-05
QR_4 1787064782.522415000 -1.000001   -1.02595e-06 0.029998 3.41622e-05   -1.95608e-05 1.21282e-09 0.0001   2.4e-05
HR_6 1787064782.532415000 1.000000   6.78138e-13 0.22758 -3.10063e-12   2.95447e-08 -3.3831e-17 0.0001   4.6e-05
QR_4 1787064782.532415000 -0.999998   3.04654e-06 0.0300058 -0.000101588   5.827e-05 2.11322e-09 0.0001   4.6e-05
HR_6 1787064782.542415000 1.000000   6.78471e-13 0.227588 -3.10205e-12   2.95581e-08 -3.38551e-17 0.0001   0.00244
QR_4 1787064782.542415000 -0.999999   2.5737e-06 0.0300049 -8.58305e-05   4.92353e-05 -1.30612e-09 0.0001   0.00244
HR_6 1787064782.552415000 1.000000   6.7879e-13 0.227596 -3.10346e-12   2.95716e-08 -3.3897e-17 0.0001   3e-05
QR_4 1787064782.552415000 -1.000000   -6.07927e-07 0.0299988 2.02106e-05   -1.15611e-05 1.79935e-09 0.0001   3e-05
HR_6 1787064782.562415000 1.000000   6.79262e-13 0.227608 -3.10557e-12   2.95917e-08 -3.39469e-17 0.0001   4.3e-05
QR_4 1787064782.562415000 -0.999998   2.68074e-06 0.0300051 -8.94095e-05   5.12888e-05 -6.62842e-10 0.0001   4.3e-05
HR_6 1787064782.572415000 1.000000   6.79581e-13 0.227616 -3.10698e-12   2.96052e-08 -3.39868e-17 0.0001   4.2e-05
QR_4 1787064782.572415000 -0.999999   2.16009e-06 0.0300041 -7.20604e-05   4.1342e-05 4.48127e-10 0.0001   4.2e-05
HR_6 1787064782.582415000 1.000000   6.79914e-13 0.227624 -3.10839e-12   2.96186e-08 -3.40391e-17 0.0001   4.4e-05
QR_4 1787064782.582415000 -1.000001   -9.74334e-07 0.0299981 3.2413e-05   -1.85569e-05 -1.53499e-09 0.0001   4.4e-05
HR_6 1787064782.592415000 1.000000   6.80331e-13 0.227634 -3.11016e-12   2.96354e-08 -3.40246e-17 0.0001   0.000109
QR_4 1787064782.592415000 -0.999998   4.14048e-06 0.0300079 -0.000138077   7.91918e-05 -7.09054e-09 0.0001   0.000109
HR_6 1787064782.602415000 1.000000   6.80664e-13 0.227642 -3.11157e-12   2.96488e-08 -3.40733e-17 0.0001   0.000111
QR_4 1787064782.602415000 -0.999995   9.60913e-06 0.0300183 -0.000320296   0.000183664 -3.1854e-08 0.0001   0.000111
HR_6 1787064782.612415000 1.000000   6.81025e-13 0.227652 -3.11333e-12   2.96656e-08 -3.41086e-17 0.0001   1.2e-05
QR_4 1787064782.612415000 -0.999990   1.73601e-05 0.0300331 -0.000578454   0.000331675 -1.002e-07 0.0001   1.2e-05
HR_6 1787064782.622416000 1.000000   6.81358e-13 0.22766 -3.11474e-12   2.96791e-08 -3.41727e-17 0.0001   9e-06
QR_4 1787064782.622416000 -0.999987   2.249e-05 0.0300429 -0.000749249   0.000429598 -1.61355e-07 0.0001   9e-06
HR_6 1787064782.632416000 1.000000   6.81774e-13 0.22767 -3.11651e-12   2.96959e-08 -3.42435e-17 0.0001   0.000315
QR_4 1787064782.632416000 -0.999981   3.26673e-05 0.0300624 -0.00108792   0.000623769 -3.44049e-07 0.0001   0.000315
HR_6 1787064782.642416000 1.000000   6.8201e-13 0.227676 -3.11756e-12   2.9706e-08 -3.42443e-17 0.0001   0.000342
QR_4 1787064782.642416000 -0.999973   4.70324e-05 0.0300897 -0.00156563   0.000897655 -7.05803e-07 0.0001   0.000342
HR_6 1787064782.652415000 1.000000   6.82329e-13 0.227684 -3.11897e-12   2.97194e-08 -3.42625e-17 0.0001   2e-06
QR_4 1787064782.652415000 -0.999957   7.50074e-05 0.030143 -0.00249473   0.00143034 -1.78814e-06 0.0001   2e-06
HR_6 1787064782.662415000 1.000000   6.82662e-13 0.227692 -3.12038e-12   2.97329e-08 -3.4244e-17 0.0001   4.8e-05
QR_4 1787064782.662415000 -0.999936   0.000111742 0.0302128 -0.00371235   0.00212844 -3.95349e-06 0.0001   4.8e-05
HR_6 1787064782.672415000 1.000000   6.8312e-13 0.227704 -3.1225e-12   2.9753e-08 -3.42867e-17 0.0001   1e-05
QR_4 1787064782.672415000 -0.999899   0.000174723 0.0303359 -0.00585878   0.00335904 9.93275e-06 0.0001   1e-05
HR_6 1787064782.682415000 1.000000   6.83453e-13 0.227712 -3.12391e-12   2.97665e-08 -3.43039e-17 0.0001   4.4e-05
QR_4 1787064782.682415000 -0.999872   0.000220537 0.0304224 -0.00736738   0.00422394 4.2119e-06 0.0001   4.4e-05
HR_6 1787064782.692415000 1.000000   6.83786e-13 0.22772 -3.12532e-12   2.97799e-08 -3.42709e-17 0.0001   0.000359
QR_4 1787064782.692415000 -0.999842   0.00027304 0.0305212 -0.00909113   0.00521217 -3.91883e-06 0.0001   0.000359
HR_6 1787064782.702415000 1.000000   6.84147e-13 0.22773 -3.12708e-12   2.97967e-08 -3.42472e-17 0.0001   0.000141
QR_4 1787064782.702415000 -0.999795   0.000357679 0.0306771 -0.0118108   0.00677129 -3.48611e-05 0.0001   0.000141
HR_6 1787064782.712415000 1.000000   6.84564e-13 0.22774 -3.12885e-12   2.98135e-08 -3.42153e-17 0.0001   4.5e-05
QR_4 1787064782.712415000 -0.999741   0.000452728 0.0308519 -0.0148606   0.00851961 -7.09806e-05 0.0001   4.5e-05
HR_6 1787064782.722415000 1.000000   6.84897e-13 0.227748 -3.13026e-12   2.98269e-08 -3.42585e-17 0.0001   0.000549
QR_4 1787064782.722415000 -0.999694   0.000534669 0.0310025 -0.0174879   0.0100256 -0.000102798 0.0001   0.000549
HR_6 1787064782.732415000 1.000000   6.8523e-13 0.227756 -3.13167e-12   2.98404e-08 -3.42749e-17 0.0001   0.000778
QR_4 1787064782.732415000 -0.999651   0.000610201 0.0311419 -0.0199204   0.0114198 -0.00012888 0.0001   0.000778
HR_6 1787064782.742415000 1.000000   6.85646e-13 0.227766 -3.13343e-12   2.98572e-08 -3.4331e-17 0.0001   2.2e-05
QR_4 1787064782.742415000 -0.999590   0.000714774 0.0313371 -0.0233262   0.0133717 -0.000153708 0.0001   2.2e-05
HR_6 1787064782.752415000 1.000000   6.86021e-13 0.227776 -3.1352e-12   2.9874e-08 -3.43771e-17 0.0001   1.1e-05
QR_4 1787064782.752415000 -0.999525   0.000829446 0.0315439 -0.0269354   0.0154399 -0.00021864 0.0001   1.1e-05
HR_6 1787064782.762416000 1.000000   6.8634e-13 0.227784 -3.13661e-12   2.98874e-08 -3.43882e-17 0.0001   2.6e-05
QR_4 1787064782.762416000 -0.999471   0.000923112 0.0317138 -0.0299013   0.0171392 -0.000266441 0.0001   2.6e-05
HR_6 1787064782.772416000 1.000000   6.86798e-13 0.227796 -3.13872e-12   2.99076e-08 -3.44731e-17 0.0001   0.001084
QR_4 1787064782.772416000 -0.999378   0.00108225 0.0320056 -0.0349958   0.0200576 -0.000331246 0.0001   0.001084
HR_6 1787064782.782416000 1.000000   6.87228e-13 0.227806 -3.14049e-12   2.99244e-08 -3.44753e-17 0.0001   2.3e-05
QR_4 1787064782.782416000 -0.999303   0.00121558 0.0322461 -0.0393332   0.0224629 -0.00037784 0.0001   2.3e-05
HR_6 1787064782.792416000 1.000000   6.87561e-13 0.227814 -3.1419e-12   2.99378e-08 -3.44723e-17 0.0001   0.002858
QR_4 1787064782.792416000 -0.999234   0.0013352 0.0324513 -0.0429137   0.0245159 -0.0004513 0.0001   0.002858
HR_6 1787064782.802416000 1.000000   6.8788e-13 0.227822 -3.14331e-12   2.99513e-08 -3.454e-17 0.0001   0.000863
QR_4 1787064782.802416000 -0.999166   0.00146749 0.0326695 -0.0467965   0.0268273 -0.000753379 0.0001   0.000863
HR_6 1787064782.812416000 1.000000   6.88255e-13 0.227832 -3.14507e-12   2.99681e-08 -3.46135e-17 0.0001   1.7e-05
QR_4 1787064782.812416000 -0.999072   0.00164284 0.0329563 -0.051744   0.0296899 -0.00102626 0.0001   1.7e-05
HR_6 1787064782.822416000 1.000000   6.88574e-13 0.22784 -3.14648e-12   2.99815e-08 -3.46732e-17 0.0001   5e-06
QR_4 1787064782.822416000 -0.999000   0.00177956 0.033199 -0.0559846   0.0321135 -0.00126204 0.0001   5e-06
HR_6 1787064782.832416000 1.000000   6.88907e-13 0.227848 -3.14789e-12   2.9995e-08 -3.47089e-17 0.0001   5e-06
QR_4 1787064782.832416000 -0.998917   0.00192452 0.0334497 -0.0603658   0.0346167 -0.00140116 0.0001   5e-06
HR_6 1787064782.842416000 1.000000   6.89324e-13 0.227858 -3.14966e-12   3.00118e-08 -3.47411e-17 0.0001   5e-06
QR_4 1787064782.842416000 -0.998800   0.00209409 0.0337706 -0.0659578   0.0378221 -0.00141306 0.0001   5e-06
HR_6 1787064782.852416000 1.000000   6.89698e-13 0.227868 -3.15142e-12   3.00286e-08 -3.47393e-17 0.0001   3.9e-05
QR_4 1787064782.852416000 -0.998703   0.00234756 0.0340906 -0.0715744   0.0410193 -0.00226906 0.0001   3.9e-05
HR_6 1787064782.862404000 1.000000   6.90115e-13 0.227878 -3.15318e-12   3.00454e-08 -3.47646e-17 0.0001   1e-06
QR_4 1787064782.862404000 -0.998600   0.00255683 0.0344037 -0.0770247   0.0441479 -0.00273346 0.0001   1e-06
HR_6 1787064782.872405000 1.000000   6.90448e-13 0.227886 -3.15459e-12   3.00588e-08 -3.47488e-17 0.0001   5e-06
QR_4 1787064782.872405000 -0.998522   0.00273673 0.0346343 -0.0810682   0.0464516 -0.00332525 0.0001   5e-06
HR_6 1787064782.882405000 1.000000   6.90864e-13 0.227896 -3.15636e-12   3.00756e-08 -3.47203e-17 0.0001   3.3e-05
QR_4 1787064782.882405000 -0.998420   0.00287659 0.0349241 -0.0861579   0.0493482 -0.00320375 0.0001   3.3e-05
HR_6 1787064782.892405000 1.000000   6.911e-13 0.227902 -3.15741e-12   3.00857e-08 -3.46846e-17 0.0001   0.001458
QR_4 1787064782.892405000 -0.998360   0.00300054 0.0350997 -0.0892431   0.0511042 -0.00352249 0.0001   0.001458
HR_6 1787064782.902405000 1.000000   6.91461e-13 0.227912 -3.15918e-12   3.01025e-08 -3.4697e-17 0.0001   4.7e-05
QR_4 1787064782.902405000 -0.998286   0.00315026 0.0355713 -0.0934431   0.0532436 -0.003768 0.0001   4.7e-05
HR_6 1787064782.912405000 1.000000   6.91891e-13 0.227922 -3.16094e-12   3.01193e-08 -3.47178e-17 0.0001   0.000384
QR_4 1787064782.912405000 -0.998229   0.00327943 0.0359589 -0.0968548   0.0550556 -0.00405558 0.0001   0.000384
HR_6 1787064782.922405000 1.000000   6.92127e-13 0.227928 -3.162e-12   3.01294e-08 -3.47013e-17 0.0001   2.4e-05
QR_4 1787064782.922405000 -0.998192   0.00335837 0.0361697 -0.0986381   0.0563686 -0.00432479 0.0001   2.4e-05
HR_6 1787064782.932405000 1.000000   6.92446e-13 0.227936 -3.16341e-12   3.01428e-08 -3.46999e-17 0.0001   1.2e-05
QR_4 1787064782.932405000 -0.998147   0.00346645 0.0364494 -0.100874   0.0584239 -0.00475238 0.0001   1.2e-05
HR_6 1787064782.942405000 1.000000   6.92876e-13 0.227946 -3.16517e-12   3.01596e-08 -3.46738e-17 0.0001   5.7e-05
QR_4 1787064782.942405000 -0.998073   0.00360941 0.0367626 -0.103245   0.0613477 -0.00561631 0.0001   5.7e-05
HR_6 1787064782.952405000 1.000000   6.93196e-13 0.227954 -3.16658e-12   3.01731e-08 -3.46902e-17 0.0001   3.8e-05
QR_4 1787064782.952405000 -0.998036   0.00372313 0.0370587 -0.104974   0.0636119 -0.00636699 0.0001   3.8e-05
HR_6 1787064782.962405000 1.000000   6.93473e-13 0.227962 -3.16799e-12   3.01865e-08 -3.47335e-17 0.0001   3.2e-05
QR_4 1787064782.962405000 -0.997986   0.00385156 0.0373036 -0.106573   0.0661236 -0.00739249 0.0001   3.2e-05
HR_6 1787064782.972406000 1.000000   6.93889e-13 0.227972 -3.16976e-12   3.02033e-08 -3.47671e-17 0.0001   4e-06
QR_4 1787064782.972406000 -0.997977   0.00398327 0.0375983 -0.108584   0.0690612 -0.00873379 0.0001   4e-06
HR_6 1787064782.982406000 1.000000   6.94125e-13 0.227978 -3.17082e-12   3.02134e-08 -3.47974e-17 0.0001   3.5e-05
QR_4 1787064782.982406000 -0.997970   0.00408615 0.0377768 -0.10956   0.0708589 -0.00956908 0.0001   3.5e-05
HR_6 1787064782.992406000 1.000000   6.94361e-13 0.227984 -3.17187e-12   3.02235e-08 -3.48616e-17 0.0001   0.000246
QR_4 1787064782.992406000 -0.997966   0.00418092 0.0379496 -0.110633   0.0724508 -0.0104516 0.0001   0.000246
HR_6 1787064783.002406000 1.000000   6.94875e-13 0.227996 -3.17399e-12   3.02436e-08 -3.48847e-17 0.0001   2.3e-05
QR_4 1787064783.002406000 -0.997964   0.00441016 0.038325 -0.112954   0.0757402 -0.0123977 0.0001   2.3e-05
HR_6 1787064783.012406000 1.000000   6.95208e-13 0.228004 -3.1754e-12   3.02571e-08 -3.48819e-17 0.0001   6.5e-05
QR_4 1787064783.012406000 -0.997976   0.00456442 0.0385646 -0.114633   0.0779389 -0.0136112 0.0001   6.5e-05
HR_6 1787064783.022406000 1.000000   6.95333e-13 0.228008 -3.1761e-12   3.02638e-08 -3.4885e-17 0.0001   9.7e-05
QR_4 1787064783.022406000 -0.997980   0.0046422 0.0386686 -0.115394   0.0789158 -0.0142163 0.0001   9.7e-05
HR_6 1787064783.032406000 1.000000   6.95805e-13 0.22802 -3.17822e-12   3.0284e-08 -3.48717e-17 0.0001   4.8e-05
QR_4 1787064783.032406000 -0.997963   0.00486188 0.039026 -0.117841   0.0817864 -0.0161784 0.0001   4.8e-05
HR_6 1787064783.042406000 1.000000   6.96124e-13 0.228028 -3.17963e-12   3.02974e-08 -3.49348e-17 0.0001   2.3e-05
QR_4 1787064783.042406000 -0.997960   0.00502311 0.0392985 -0.119688   0.0840454 -0.0173003 0.0001   2.3e-05
HR_6 1787064783.052406000 1.000000   6.96415e-13 0.228034 -3.18069e-12   3.03075e-08 -3.49208e-17 0.0001   3.6e-05
QR_4 1787064783.052406000 -0.997956   0.00513152 0.0394771 -0.121064   0.0854553 -0.0182516 0.0001   3.6e-05
HR_6 1787064783.062406000 1.000000   6.9679e-13 0.228044 -3.18245e-12   3.03243e-08 -3.4925e-17 0.0001   3.2e-05
QR_4 1787064783.062406000 -0.997952   0.00533101 0.0398033 -0.123661   0.0879616 -0.0198834 0.0001   3.2e-05
HR_6 1787064783.072407000 1.000000   6.97012e-13 0.22805 -3.18351e-12   3.03344e-08 -3.49405e-17 0.0001   0.00187
QR_4 1787064783.072407000 -0.997941   0.00546507 0.0400101 -0.125032   0.0896005 -0.0208356 0.0001   0.00187
HR_6 1787064783.082407000 1.000000   6.97442e-13 0.22806 -3.18527e-12   3.03512e-08 -3.48902e-17 0.0001   1e-05
QR_4 1787064783.082407000 -0.997956   0.00567099 0.0403173 -0.127273   0.092037 -0.0225502 0.0001   1e-05
HR_6 1787064783.092407000 1.000000   6.97858e-13 0.22807 -3.18704e-12   3.0368e-08 -3.49016e-17 0.0001   8e-06
QR_4 1787064783.092407000 -0.997941   0.00591333 0.0406697 -0.129695   0.0950298 -0.0246444 0.0001   8e-06
HR_6 1787064783.102407000 1.000000   6.98233e-13 0.22808 -3.1888e-12   3.03848e-08 -3.49276e-17 0.0001   0.003868
QR_4 1787064783.102407000 -0.997957   0.00618743 0.0410825 -0.132727   0.0981423 -0.026881 0.0001   0.003868
HR_6 1787064783.112407000 1.000000   6.98455e-13 0.228086 -3.18986e-12   3.03949e-08 -3.49709e-17 0.0001   5.7e-05
QR_4 1787064783.112407000 -0.997978   0.00638561 0.0413603 -0.13506   0.0999539 -0.0282508 0.0001   5.7e-05
HR_6 1787064783.122407000 1.000000   6.98885e-13 0.228096 -3.19162e-12   3.04117e-08 -3.50553e-17 0.0001   1.8e-05
QR_4 1787064783.122407000 -0.997971   0.00673054 0.0418412 -0.139149   0.103184 -0.0307377 0.0001   1.8e-05
HR_6 1787064783.132407000 1.000000   6.99205e-13 0.228104 -3.19303e-12   3.04251e-08 -3.49987e-17 0.0001   0.000343
QR_4 1787064783.132407000 -0.997941   0.00699722 0.0422491 -0.142851   0.105642 -0.0322065 0.0001   0.000343
HR_6 1787064783.142407000 1.000000   6.99579e-13 0.228114 -3.1948e-12   3.04419e-08 -3.50141e-17 0.0001   2.3e-05
QR_4 1787064783.142407000 -0.997872   0.00734162 0.0427922 -0.147724   0.108576 -0.0339063 0.0001   2.3e-05
HR_6 1787064783.152407000 1.000000   6.99912e-13 0.228122 -3.19621e-12   3.04553e-08 -3.50355e-17 0.0001   7.1e-05
QR_4 1787064783.152407000 -0.997795   0.0076683 0.0432244 -0.151629   0.111075 -0.0353115 0.0001   7.1e-05
HR_6 1787064783.162407000 1.000000   7.00232e-13 0.22813 -3.19762e-12   3.04688e-08 -3.5063e-17 0.0001   1.6e-05
QR_4 1787064783.162407000 -0.997646   0.00805391 0.0437315 -0.15556   0.114101 -0.036412 0.0001   1.6e-05
HR_6 1787064783.172408000 1.000000   7.00565e-13 0.228138 -3.19903e-12   3.04822e-08 -3.50562e-17 0.0001   4.2e-05
QR_4 1787064783.172408000 -0.997430   0.00852438 0.0443041 -0.15983   0.117553 -0.0374602 0.0001   4.2e-05
HR_6 1787064783.182408000 1.000000   7.00884e-13 0.228146 -3.20044e-12   3.04957e-08 -3.50656e-17 0.0001   4.2e-05
QR_4 1787064783.182408000 -0.997155   0.00910477 0.0448085 -0.164249   0.121033 -0.0386734 0.0001   4.2e-05
HR_6 1787064783.192408000 1.000000   7.01314e-13 0.228156 -3.2022e-12   3.05125e-08 -3.50518e-17 0.0001   4.8e-05
QR_4 1787064783.192408000 -0.996638   0.00995233 0.0453583 -0.169428   0.125744 -0.0399796 0.0001   4.8e-05
HR_6 1787064783.202408000 1.000000   7.01633e-13 0.228164 -3.20361e-12   3.05259e-08 -3.50182e-17 0.0001   2e-05
QR_4 1787064783.202408000 -0.996187   0.0106328 0.0458527 -0.172876   0.129614 -0.0410439 0.0001   2e-05
HR_6 1787064783.212408000 1.000000   7.01966e-13 0.228172 -3.20502e-12   3.05393e-08 -3.50263e-17 0.0001   0.000971
