# pom logged on Tue Aug 18 14:52:59 2026
#
# decimation 1
# process model constant_acceleration
# process noise acc 100 m/s³, aacc 50 rad/s²
# magnetic field X 23.8 µT, Y -0.4 µT, Z -39.8 µT
#
ts i posp attp velp avelp accp x y z roll pitch yaw vx vy vz wx wy wz ax ay az sx2 sy2 sz2 sr2 sp2 sh2 svx2 svy2 svz2 swx2 swy2 swz2 sax2 say2 saz2
1787064779.788077000 0 1 1 1 1 1 -1.00006 5.9829e-06 0.0300029 1.78449e-05 4.97098e-06 -4.64225e-06 -0.00882794 0.000512866 0.000374543 3.94394e-05 0.0002778 0.000173359 0.000202287 0.0157992 0.00370091 6.76924e-08 6.76924e-08 6.76822e-08 1.06597e-06 1.06597e-06 1.07663e-06 0.000100598 0.000100598 0.000100517 0.000100598 0.000100598 0.000100517 0.0167116 0.0167116 0.0166166
1787064779.789048000 0 1 1 1 1 1 -1.00007 6.47135e-06 0.0300033 1.72523e-05 7.21188e-06 -3.30621e-06 -0.00881849 0.000523014 0.000384613 -6.1331e-05 0.000592626 0.000359872 0.00163906 0.0149939 0.00470597 7.18015e-08 7.18015e-08 7.17895e-08 1.00094e-06 1.00094e-06 1.01161e-06 0.000100371 0.000100371 0.000100285 0.000100371 0.000100371 0.000100285 0.00880768 0.00880768 0.0087125
1787064779.790046000 0 1 1 1 1 1 -1.00007 6.99931e-06 0.0300037 1.67347e-05 8.76203e-06 -3.08043e-06 -0.00881354 0.000537534 0.000390361 -0.000152395 0.000783845 0.000333298 0.00216301 0.0149233 0.00487261 7.62244e-08 7.62244e-08 7.62101e-08 9.99761e-07 9.99761e-07 1.01043e-06 0.000100355 0.000100355 0.000100263 0.000100355 0.000100355 0.000100263 0.00815262 0.00815262 0.00805744
1787064779.791053000 0 1 1 1 1 1 -1.00008 7.54752e-06 0.0300041 1.59187e-05 1.09074e-05 -2.90234e-06 -0.00881118 0.000552351 0.000397816 -0.00029533 0.00107629 0.000299311 0.00219431 0.0148875 0.00530082 8.08901e-08 8.08901e-08 8.08734e-08 9.99739e-07 9.99739e-07 1.01041e-06 0.000100356 0.000100356 0.000100258 0.000100356 0.000100356 0.000100258 0.0080418 0.0080418 0.0079466
1787064779.792060000 0 1 1 1 1 1 -1.00009 8.11269e-06 0.0300045 1.49779e-05 1.24593e-05 -1.48102e-06 -0.00881326 0.000567809 0.00040506 -0.000436567 0.00117906 0.000545214 0.00143891 0.0149699 0.00563639 8.57582e-08 8.57582e-08 8.57388e-08 9.99958e-07 9.99958e-07 1.01063e-06 0.000100363 0.000100363 0.000100258 0.000100363 0.000100363 0.000100258 0.00806515 0.00806515 0.00796994
1787064779.793071000 0 1 1 1 1 1 -1.0001 8.69684e-06 0.0300049 1.39531e-05 1.39093e-05 3.34818e-07 -0.00881801 0.000583711 0.000412381 -0.000564771 0.00123567 0.000823108 0.000319146 0.0151077 0.005929 9.08517e-08 9.08517e-08 9.08293e-08 1.00029e-06 1.00029e-06 1.01096e-06 0.000100371 0.000100371 0.00010026 0.000100371 0.000100371 0.00010026 0.00812641 0.00812641 0.00803118
1787064779.797384000 0 1 1 1 1 1 -1.00009 6.92873e-06 0.0300042 8.81824e-06 1.84514e-05 3.9211e-06 -0.00754171 0.000538618 0.000374221 -0.000567775 0.00123249 0.000823146 0.000322 0.0151331 0.00592844 6.15793e-08 6.15793e-08 6.15674e-08 1.01098e-06 1.01098e-06 1.01786e-06 6.78249e-05 6.78249e-05 6.77454e-05 6.78249e-05 6.78249e-05 6.77454e-05 0.0326299 0.0326299 0.0325536
1787064779.800129000 0 1 1 1 1 1 -1.00011 8.4318e-06 0.0300052 1.37933e-05 2.19401e-05 4.68058e-07 -0.00753923 0.0005737 0.00038604 0.00011588 0.00124355 0.000225327 0.00047843 0.0144995 0.00549335 7.12495e-08 7.12495e-08 7.12314e-08 1.27664e-06 1.27664e-06 1.28355e-06 6.89533e-05 6.89533e-05 6.88598e-05 6.89533e-05 6.89533e-05 6.88598e-05 0.0483187 0.0483187 0.0482423
1787064779.801089000 0 1 1 1 1 1 -1.00012 8.89914e-06 0.0300055 1.803e-05 1.97998e-05 -1.11162e-05 -0.0075269 0.00056943 0.00037896 0.000577482 0.000870544 -0.00109514 0.00169084 0.0126412 0.00423135 7.48601e-08 7.48601e-08 7.48393e-08 1.11299e-06 1.11299e-06 1.1199e-06 6.82821e-05 6.82821e-05 6.81833e-05 6.82821e-05 6.82821e-05 6.81833e-05 0.0326303 0.0326303 0.0325538
1787064779.802047000 0 1 1 1 1 1 -1.00012 9.45043e-06 0.0300059 1.85832e-05 2.06337e-05 -1.21652e-05 -0.00752528 0.000581539 0.000383013 0.000577482 0.000870544 -0.00109514 0.00169084 0.0126412 0.00423135 7.86021e-08 7.86021e-08 7.85785e-08 1.23594e-06 1.23594e-06 1.24285e-06 6.88027e-05 6.88027e-05 6.86986e-05 6.88027e-05 6.88027e-05 6.86986e-05 0.0396152 0.0396152 0.0395387
1787064779.803079000 0 1 1 1 1 1 -1.00013 1.00076e-05 0.0300063 2.03015e-05 2.17976e-05 -1.39081e-05 -0.00751282 0.000584116 0.000384398 0.000698169 0.000899085 -0.00116103 0.00282676 0.0115314 0.0039153 8.27317e-08 8.27317e-08 8.27047e-08 8.44248e-07 8.44248e-07 8.5116e-07 6.72766e-05 6.72766e-05 6.71665e-05 6.72766e-05 6.72766e-05 6.71665e-05 0.0157443 0.0157443 0.0156676
1787064779.804767000 0 1 1 1 1 1 -1.00008 6.50112e-06 0.030004 1.79185e-05 2.17734e-05 -1.29293e-05 -0.00610562 0.00049942 0.000324129 0.000618993 0.000795908 -0.00103717 0.00288266 0.0117883 0.00411675 4.9946e-08 4.9946e-08 4.99362e-08 6.91781e-07 6.91781e-07 6.96633e-07 4.48612e-05 4.48612e-05 4.47905e-05 4.48612e-05 4.48612e-05 4.47905e-05 0.0118503 0.0118503 0.0117864
1787064779.808287000 0 1 1 1 1 1 -1.00011 8.34685e-06 0.0300052 1.96248e-05 2.39608e-05 -1.57206e-05 -0.00609605 0.000544234 0.000341106 0.000558805 0.000717674 -0.000927648 0.00281836 0.0121532 0.0043896 5.90839e-08 5.90839e-08 5.9067e-08 9.07223e-07 9.07224e-07 9.12097e-07 4.57631e-05 4.57631e-05 4.56767e-05 4.57631e-05 4.57631e-05 4.56767e-05 0.0344261 0.0344261 0.0343621
1787064779.809083000 0 1 1 1 1 1 -1.00011 8.78236e-06 0.0300055 2.11643e-05 2.6103e-05 -1.76216e-05 -0.00609418 0.000553549 0.000348824 0.000698565 0.000918223 -0.00107611 0.00278032 0.0121145 0.00483476 6.12981e-08 6.12981e-08 6.12792e-08 8.06503e-07 8.06503e-07 8.11378e-07 4.53295e-05 4.53295e-05 4.52393e-05 4.53295e-05 4.53295e-05 4.52393e-05 0.0263277 0.0263277 0.0262637
1787064779.810106000 0 1 1 1 1 1 -1.00012 9.39639e-06 0.0300059 1.12055e-05 1.46501e-05 2.19217e-06 -0.00610071 0.000575999 0.000369362 -0.000758957 -0.00077405 0.00178003 0.00160887 0.013371 0.00678288 6.42338e-08 6.42338e-08 6.42121e-08 8.33942e-07 8.33942e-07 8.38819e-07 4.54527e-05 4.54527e-05 4.53575e-05 4.54527e-05 4.54527e-05 4.53575e-05 0.0250404 0.0250404 0.0249763
1787064779.811199000 0 1 1 1 1 1 -1.00012 1.00511e-05 0.0300064 1.00287e-05 1.33251e-05 3.82435e-06 -0.00610033 0.000595692 0.000386573 -0.000811899 -0.00084708 0.00173227 0.00140289 0.0141289 0.00824482 6.74669e-08 6.74669e-08 6.74419e-08 6.69808e-07 6.69808e-07 6.74685e-07 4.48105e-05 4.48105e-05 4.47098e-05 4.48105e-05 4.48105e-05 4.47098e-05 0.00483206 0.00483206 0.00476783

