# logged on Tue Aug 18 14:52:59 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1787064779.766846000  191.075 0 7.45961e-09  16  nan  -0.000565928 -0.000512575 -0.000448808  0.0015979 0 -0.0015979  -0.000208247 0.0191487 9.81417  0.00239502 0 9.81958  2.364e-05 -3.4e-07 -3.98e-05  2.364e-05 -3.4e-07 -3.98e-05  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1787064785.451108000  1014.7 0 20.6458  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.4746 68.7873 69.6858 67.6094 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.452129000  1010.71 0 20.6458  -  nan  -0.107034 0.055632 -0.0493582  -0.0708401 0.0474043 -0.104929  -0.00226686 0.0491474 9.32463  -0.661025 -0.222737 11.326  - - -  - - -  70.714 68.541 70.0059 67.3099 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.453112000  1011.43 0 20.6458  -  nan  -0.106621 0.0550108 -0.0423021  -0.103331 0.0500674 0.0138484  0.00538898 0.0168656 9.29032  0.249082 -1.0107 8.19815  - - -  - - -  70.9268 68.3295 70.3058 67.0309 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.454110000  1010.91 0 20.6458  -  nan  -0.105302 0.0537455 -0.0351418  -0.0948085 0.0436758 0.0218379  0.0420646 0.00314792 9.32234  1.20948 -0.433499 10.3417  - - -  - - -  70.9214 68.3466 70.3251 67.0252 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.458296000  1004.28 0 20.6458  -  nan  -0.0944179 0.0501741 -0.0270927  -0.0580569 0.0410127 -0.0207727  0.152708 -0.00322106 9.45765  1.32924 0.105381 11.0913  - - -  - - -  71.1389 67.9694 70.4186 66.9853 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064785.461129000  1013.67 0 20.6458  -  nan  -0.0939916 0.0424952 -0.0421583  -0.107592 0.0175769 -0.1012  0.152808 0.0489321 9.4622  -0.407153 0.814307 8.7538  - - -  - - -  70.7019 68.189 70.2713 67.4849 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.462078000  1013.6 0 20.6458  -  nan  -0.0972937 0.0375134 -0.0513063  -0.123571 -0.00213053 -0.124103  0.10752 0.0612293 9.49161  -1.33403 0.452659 10.4279  - - -  - - -  70.6967 68.2015 70.2867 67.4809 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.463934000  1013.03 0 20.6458  -  nan  -0.102833 0.0291562 -0.0666525  -0.123571 -0.00213053 -0.124103  0.0210413 0.0847112 9.54778  -1.33403 0.452659 10.4279  - - -  - - -  70.7065 67.9463 70.678 67.2992 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.464073000  1013.03 0 20.6458  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.465139000  1013.03 0 20.6458  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.7026 67.9589 70.6902 67.2923 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.466129000  1013.03 0 20.6458  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.7026 67.9589 70.6902 67.2923 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.467394000  1005.79 0 20.6458  -  nan  -0.096987 0.0249186 -0.0639422  -0.0751011 0.00905475 -0.0537959  -0.0418588 0.0636811 9.60963  -1.02746 -0.265847 10.5788  - - -  - - -  70.7026 67.9589 70.6902 67.2923 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.468126000  1005.79 0 20.6458  -  nan  -0.0945437 0.0231477 -0.0628095  -0.0751011 0.00905475 -0.0537959  -0.0718794 0.053644 9.63915  -1.02746 -0.265847 10.5788  - - -  - - -  70.8302 67.771 71.3192 66.5928 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.469671000  1005.79 0 20.6458  -  nan  -0.0923732 0.0215744 -0.0618033  -0.0751011 0.00905475 -0.0537959  -0.100986 0.0439126 9.66777  -1.02746 -0.265847 10.5788  - - -  - - -  70.8302 67.771 71.3192 66.5928 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.470082000  1015.72 0 20.6458  -  nan  -0.0891964 0.020593 -0.0612661  -0.0639159 0.0127832 -0.0569916  -0.0657387 0.0479734 9.71062  1.0562 0.177231 11.0746  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.471083000  1015.52 0 20.6458  -  nan  -0.0813795 0.0217428 -0.0723837  -0.0191748 0.0308927 -0.160855  -0.0318572 0.0756921 9.69374  1.04662 0.958008 9.15616  - - -  - - -  70.6598 67.6857 71.4756 66.6797 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.472098000  1014.92 0 20.7083  -  nan  -0.0744353 0.0227642 -0.0822602  -0.0191748 0.0308927 -0.160855  0.000992252 0.102567 9.67736  1.04662 0.958008 9.15616  - - -  - - -  70.468 67.5964 71.5797 66.8316 - - - - 71.286 47.4096 7.304 68.4182 29.0323 63.892 71.7154 52.0039 8.906 67.4582 36.5591 64.288 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.473092000  1015.26 0 20.7083  -  nan  -0.0708231 0.0233149 -0.104532  -0.0420779 0.0276969 -0.281762  0.00176448 0.133437 9.63865  0.0263452 1.11608 8.40652  - - -  - - -  70.4106 67.5335 71.6106 66.9063 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.474090000  1015.36 0 20.7083  -  nan  -0.0676141 0.0238041 -0.124317  -0.0420779 0.0276969 -0.281762  0.00251318 0.163368 9.60112  0.0263452 1.11608 8.40652  - - -  - - -  70.5715 67.2237 71.7596 66.8889 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.475090000  1014.71 0 20.7083  -  nan  -0.0698175 0.0218602 -0.147185  -0.0873517 0.00639159 -0.329167  -0.0190836 0.186258 9.64214  -0.706531 0.914897 10.9476  - - -  - - -  70.5715 67.2237 71.7596 66.8889 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.476083000  1014.2 0 20.7083  -  nan  -0.0717749 0.0201334 -0.167501  -0.0873517 0.00639159 -0.329167  -0.0400226 0.208452 9.6819  -0.706531 0.914897 10.9476  - - -  - - -  71.1386 66.3653 72.209 66.5733 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.477096000  1014.31 0 20.7083  -  nan  -0.0744058 0.0188372 -0.18537  -0.0953412 0.00852212 -0.327569  -0.073163 0.203197 9.72717  -1.12805 0.0359253 11.168  - - -  - - -  71.1386 66.3653 72.209 66.5733 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.478121000  1014.45 0 20.7083  -  nan  -0.0767429 0.0176856 -0.201244  -0.0953412 0.00852212 -0.327569  -0.105294 0.198102 9.77105  -1.12805 0.0359253 11.168  - - -  - - -  71.7789 65.6097 72.9478 65.8392 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.481451000  1014.45 0 20.7083  -  nan  -0.0705581 0.0172136 -0.209123  -0.0474043 0.0154463 -0.238619  -0.171678 0.16208 9.72095  -1.21188 -0.402363 8.93582  - - -  - - -  72.5891 64.7228 74.1206 64.4724 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.482091000  1013.32 0 20.7083  -  nan  -0.0672003 0.017492 -0.198146  -0.04048 0.0197074 -0.110788  -0.172796 0.11403 9.68025  -0.208367 -1.41546 8.38496  - - -  - - -  72.5891 64.7228 74.1206 64.4724 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.483086000  1013.04 0 20.7083  -  nan  -0.0671904 0.0176798 -0.187501  -0.0671117 0.0191748 -0.102798  -0.132954 0.0845134 9.73505  1.13524 -0.855022 11.4793  - - -  - - -  72.5719 64.7341 74.1421 64.453 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.484111000  1019.22 0 20.7083  -  nan  -0.0671816 0.0178467 -0.178046  -0.0671117 0.0191748 -0.102798  -0.0943264 0.0558961 9.78818  1.13524 -0.855022 11.4793  - - -  - - -  72.5719 64.7341 74.1421 64.453 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.490170000  1011.39 0 20.7083  -  nan  -0.0652469 0.028433 -0.16537  -0.0628506 0.0415453 -0.14967  0.10383 0.0585255 9.84725  1.28852 0.0742456 10.2004  - - -  - - -  72.2287 64.7326 74.0062 64.8393 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.491108000  1021.1 0 20.7083  -  nan  -0.0694984 0.0297779 -0.170158  -0.103331 0.04048 -0.208259  0.0931535 0.0920506 9.90994  -0.246687 1.15919 11.9056  - - -  - - -  72.2115 64.7371 74.0263 64.8276 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.492079000  1020.75 0 20.7083  -  nan  -0.0761294 0.0308537 -0.17013  -0.128897 0.0394148 -0.16991  0.048224 0.0906329 9.91573  -1.38193 0.0455054 10.0998  - - -  - - -  72.1788 64.9852 73.5241 65.1443 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.493706000  1021.41 0 20.7083  -  nan  -0.0820201 0.0318094 -0.170106  -0.128897 0.0394148 -0.16991  0.00466302 0.0892584 9.92133  -1.38193 0.0455054 10.0998  - - -  - - -  72.1788 64.9852 73.5241 65.1443 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.494096000  1021.41 0 20.7083  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.495109000  1019.67 0 20.7083  -  nan  -0.0820802 0.0336693 -0.158667  -0.082558 0.0484695 -0.0676443  -0.0288171 0.0750865 9.82668  -1.09452 -0.376018 6.81383  - - -  - - -  72.2698 65.0543 73.4777 64.9326 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.496096000  1019.64 0 20.7083  -  nan  -0.0801713 0.0343701 -0.137803  -0.0649811 0.0399474 0.0282295  -0.0262616 0.0382212 9.84901  0.0550854 -1.13524 10.5596  - - -  - - -  72.3243 65.3062 73.3577 64.5959 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.497111000  1019.43 0 20.7083  -  nan  -0.0784755 0.0349928 -0.119268  -0.0649811 0.0399474 0.0282295  -0.0237838 0.0024787 9.87065  0.0550854 -1.13524 10.5596  - - -  - - -  72.3243 65.3062 73.3577 64.5959 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.498117000  1019.19 0 20.7083  -  nan  -0.0769691 0.0355459 -0.102802  -0.0649811 0.0399474 0.0282295  -0.0213815 -0.0321751 9.89164  0.0550854 -1.13524 10.5596  - - -  - - -  72.3243 65.3062 73.3577 64.5959 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.499143000  1019.13 0 20.7083  -  nan  -0.0756308 0.0360372 -0.0881743  -0.0649811 0.0399474 0.0282295  -0.0190524 -0.0657733 9.91199  0.0550854 -1.13524 10.5596  - - -  - - -  71.8518 65.8434 72.8928 65.0855 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.500145000  1018.68 0 20.7083  -  nan  -0.0794366 0.0370684 -0.07292  -0.109722 0.0452737 0.0484695  -0.000891155 -0.0921475 9.98832  0.5772 -0.931663 12.4182  - - -  - - -  71.5278 66.1463 72.5783 65.471 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.501090000  1018.91 0 20.7083  -  nan  -0.0793094 0.0391736 -0.0687634  -0.0782969 0.0559264 -0.0356864  0.0278053 -0.0810245 9.87733  0.941243 0.273032 6.34441  - - -  - - -  71.2243 66.4203 72.2886 65.8254 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.502080000  1018.83 0 20.7083  -  nan  -0.0757477 0.0410438 -0.0735737  -0.0474043 0.0559264 -0.111853  0.0404541 -0.0389447 9.9003  0.443079 1.3005 10.6315  - - -  - - -  70.9495 66.6619 72.0279 66.1432 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.503076000  1018.64 0 20.7083  -  nan  -0.0725835 0.0427052 -0.077847  -0.0474043 0.0559264 -0.111853  0.0527177 0.00185334 9.92257  0.443079 1.3005 10.6315  - - -  - - -  70.6799 67.0039 71.7501 66.3556 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.504134000  1017.71 0 20.7083  -  nan  -0.0736376 0.0432298 -0.0856866  -0.0820254 0.0474043 -0.148072  0.0365949 0.0275482 10.0044  -0.476609 0.845442 12.6074  - - -  - - -  70.5945 67.1383 71.6035 66.4628 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.505100000  1018.17 0 20.7083  -  nan  -0.0745739 0.0436958 -0.092651  -0.0820254 0.0474043 -0.148072  0.0209632 0.0524605 10.0836  -0.476609 0.845442 12.6074  - - -  - - -  70.7305 66.9447 71.4601 66.4994 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.506105000  1017.31 0 20.7083  -  nan  -0.0790329 0.0448828 -0.0930107  -0.114516 0.0543285 -0.0958738  -0.0174634 0.0578658 9.99885  -1.24062 0.229922 7.30002  - - -  - - -  70.9736 66.7206 71.5923 66.2937 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.507086000  1018.01 0 20.7083  -  nan  -0.082994 0.0459373 -0.0933304  -0.114516 0.0543285 -0.0958738  -0.0547195 0.0631064 9.91665  -1.24062 0.229922 7.30002  - - -  - - -  70.956 66.7207 71.6038 66.2811 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.508087000  1017.96 0 20.7083  -  nan  -0.0816372 0.0463389 -0.0841006  -0.0708401 0.0495348 -0.0106526  -0.0884336 0.0532327 9.84198  -1.16158 -0.261057 7.46528  - - -  - - -  71.0859 66.5953 71.7254 66.0889 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.509175000  1017.62 0 20.7083  -  nan  -0.0804319 0.0466956 -0.0759012  -0.0708401 0.0495348 -0.0106526  -0.121121 0.0436598 9.76959  -1.16158 -0.261057 7.46528  - - -  - - -  71.1132 66.6676 71.7424 65.9498 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.510098000  1017.26 0 20.7083  -  nan  -0.0793611 0.0470126 -0.0686172  -0.0708401 0.0495348 -0.0106526  -0.152812 0.0343784 9.6994  -1.16158 -0.261057 7.46528  - - -  - - -  71.1132 66.6676 71.7424 65.9498 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.511117000  1017.18 0 20.7083  -  nan  -0.0746044 0.0471752 -0.055784  -0.0367516 0.0484695 0.046339  -0.153556 -0.000371631 9.78914  -0.177231 -1.1065 12.6457  - - -  - - -  70.9912 66.9041 71.64 65.9516 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.512090000  1017.11 0 20.7083  -  nan  -0.0713301 0.0473792 -0.0412321  -0.0452737 0.0490022 0.0745685  -0.146253 -0.0466106 9.87827  0.0862207 -1.51844 12.7152  - - -  - - -  70.837 67.039 71.5209 66.119 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.513109000  1016.33 0 20.7083  -  nan  -0.0684212 0.0475604 -0.0283047  -0.0452737 0.0490022 0.0745685  -0.139172 -0.0914412 9.96467  0.0862207 -1.51844 12.7152  - - -  - - -  70.6906 67.1626 71.4141 66.2805 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.514091000  1016.88 0 20.7083  -  nan  -0.0719021 0.0485538 -0.0208043  -0.0996022 0.056459 0.0388822  -0.100792 -0.122869 9.89781  1.12087 -1.12326 7.76944  - - -  - - -  70.4609 67.2817 71.2293 66.593 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.515380000  1016.67 0 20.7083  -  nan  -0.0749944 0.0494363 -0.0141412  -0.0996022 0.056459 0.0388822  -0.0635815 -0.153341 9.83298  1.12087 -1.12326 7.76944  - - -  - - -  70.4609 67.2817 71.2293 66.593 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.516123000  1016.67 0 20.7083  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.4609 67.2817 71.2293 66.593 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.518222000  1010.27 0 20.7083  -  nan  -0.0789012 0.0518327 -0.005784  -0.0687096 0.0591222 -0.0282295  0.0431378 -0.191004 9.63727  1.17835 0.462239 7.34792  - - -  - - -  69.7681 67.9337 70.3046 67.3874 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.519107000  1010.27 0 20.7083  -  nan  -0.0777635 0.0526465 -0.00828971  -0.0687096 0.0591222 -0.0282295  0.0777152 -0.171107 9.56754  1.17835 0.462239 7.34792  - - -  - - -  69.753 67.9326 70.3159 67.3839 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.520096000  1017.12 0 20.7546  -  nan  -0.0815096 0.0537856 -0.0114671  -0.11132 0.0628506 -0.0367516  0.063895 -0.13708 9.60381  -0.376018 0.946033 10.7584  - - -  - - -  69.753 67.9326 70.3159 67.3839 - - - - 70.4424 44.5748 65.358 68.2221 27.957 10.999 70.028 27.957 61.677 67.0781 54.0567 19.833 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.521087000  1016.74 0 20.7546  -  nan  -0.0848375 0.0547976 -0.0142897  -0.11132 0.0628506 -0.0367516  0.0504956 -0.10409 9.63898  -0.376018 0.946033 10.7584  - - -  - - -  69.6393 68.1894 70.1357 67.4605 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.522106000  1016.85 0 20.7546  -  nan  -0.0918967 0.0549831 -0.00989983  -0.148072 0.056459 0.0250337  0.00927281 -0.0944266 9.54673  -1.30289 0.213157 6.61025  - - -  - - -  69.7034 68.1984 70.1072 67.4815 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.523102000  1016.8 0 20.7546  -  nan  -0.0981678 0.0551478 -0.00600002  -0.148072 0.056459 0.0250337  -0.0306944 -0.0850579 9.45728  -1.30289 0.213157 6.61025  - - -  - - -  69.7612 68.2321 70.1419 67.3563 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.527267000  1018.08 0 20.7546  -  nan  -0.0981495 0.0549375 0.00501593  -0.0980043 0.0532632 0.092678  -0.0679853 -0.0925342 9.4592  -1.25499 -0.330513 9.5202  - - -  - - -  69.82 68.2693 70.1807 67.2151 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.528255000  1018.08 0 20.7546  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.8063 68.4184 70.0205 67.1254 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.529102000  1018.08 0 20.7546  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.7954 68.4231 70.0347 67.1233 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.530099000  1017.92 0 20.7546  -  nan  -0.0959927 0.0556425 0.0155751  -0.0788296 0.0612527 0.0996022  -0.0251355 -0.117145 9.37979  1.33882 -0.900527 6.85215  - - -  - - -  69.7954 68.4231 70.0347 67.1233 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.531112000  1014.29 0 20.7546  -  nan  -0.0940767 0.0562688 0.0249555  -0.0788296 0.0612527 0.0996022  0.0164092 -0.141006 9.3028  1.33882 -0.900527 6.85215  - - -  - - -  69.5609 68.8688 69.8409 67.1595 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.533175000  1012 0 20.7546  -  nan  -0.0790728 0.0577685 0.0303616  -0.0229032 0.0633832 0.0506001  0.0828097 -0.0615701 9.42806  1.12326 1.18314 11.3907  - - -  - - -  69.534 68.8844 69.8784 67.1547 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.536097000  1014.8 0 20.7546  -  nan  -0.0684617 0.0580386 0.0283397  0.015979 0.0601874 0.0122505  0.089625 -0.0113289 9.5157  0.306563 1.5879 12.3056  - - -  - - -  69.3077 69.1494 69.6865 67.4313 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064785.537186000  1017.57 0 20.7546  -  nan  -0.0643271 0.0575649 0.028149  -0.0314253 0.0537959 0.0266316  0.07391 0.0198011 9.50169  -0.426313 1.0107 9.05557  - - -  - - -  69.182 69.177 69.411 67.7769 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.538099000  1013.55 0 20.7546  -  nan  -0.0564324 0.0576199 0.0353527  0.00639159 0.0580569 0.092678  0.0227823 0.0185414 9.49904  -1.60466 -0.0215552 9.41482  - - -  - - -  69.1995 68.7286 69.2729 68.2955 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.539089000  1012.49 0 20.7546  -  nan  -0.049419 0.0576687 0.0417523  0.00639159 0.0580569 0.092678  -0.0267881 0.0173201 9.49648  -1.60466 -0.0215552 9.41482  - - -  - - -  69.1911 68.7382 69.2872 68.294 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.540075000  1013.45 0 20.7546  -  nan  -0.0355182 0.0575336 0.0515401  0.0751011 0.056459 0.12943  -0.0513587 -0.00334164 9.58547  -0.833467 -0.661025 12.4182  - - -  - - -  69.0663 68.6053 69.2143 68.6324 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.541092000  1013.32 0 20.7546  -  nan  -0.0231692 0.0574137 0.0602354  0.0751011 0.056459 0.12943  -0.075181 -0.023374 9.67175  -0.833467 -0.661025 12.4182  - - -  - - -  68.889 68.52 69.1055 69.013 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.542090000  1012.98 0 20.7546  -  nan  -0.0164205 0.0570692 0.0677815  0.0372843 0.0543285 0.127832  -0.0569879 -0.070955 9.66962  0.522114 -1.5855 9.60163  - - -  - - -  68.889 68.52 69.1055 69.013 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.543091000  1012.96 0 20.7546  -  nan  -0.0104251 0.0567633 0.0744852  0.0372843 0.0543285 0.127832  -0.0393491 -0.117087 9.66755  0.522114 -1.5855 9.60163  - - -  - - -  68.5321 68.2427 68.8504 69.8661 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.544085000  1012.71 0 20.7546  -  nan  -0.0092613 0.0576212 0.0752675  0 0.0644485 0.0814927  0.00437931 -0.141095 9.59273  1.3963 -0.905317 7.2114  - - -  - - -  68.3615 68.1835 68.7327 70.2002 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.545103000  1012.57 0 20.7546  -  nan  -0.00822742 0.0583834 0.0759625  0 0.0644485 0.0814927  0.0467758 -0.164373 9.5202  1.3963 -0.905317 7.2114  - - -  - - -  68.4227 68.0777 68.5594 70.2537 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.546116000  1012.68 0 20.7546  -  nan  -0.00213588 0.0592388 0.0702176  0.046339 0.0660464 0.0245011  0.0904341 -0.12756 9.55762  1.48012 1.04423 10.7488  - - -  - - -  68.2827 68.0524 68.4518 70.516 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064785.547099000  1012.54 0 20.7546  -  nan  0.00327562 0.0599988 0.065114  0.046339 0.0660464 0.0245011  0.132763 -0.0918685 9.59391  1.48012 1.04423 10.7488  - - -  - - -  68.2662 68.048 68.4064 70.5937 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
